filename,dbh,residual_dbh,fdbh,dab,residual_dab,fdab,buttress_h,height,pa,crown_vol,crown_depth,fname_noext,tag.x,tag6,tag.y,dbh_2019,species_code,species,priority,lianas_2011,lianas_2012,lianas_2013,lianas_2014,lianas_2015,lianas_2016,lianas_2017,lianas_2018,lianas_2019,lianas_2020,lianas_2021,lianas_2022,lianas_2023,lianas_2024,recorded_years,infested_years,first_inf,last_inf,H1_category,calc.dbh,dendroDiam,dendroHt,paintDiam,paintHt,crown,illumination,stemdead,DendroID,measure,date,fid,sbpltnm,quadrnt,lianas_2019_field,notes_2019,notes_2025,liana_tag_1,liana_tag_2,liana_tag_3,liana_tag_4,liana_tag_5,infestation_type,mode_l1,mode_l2,mode_l3,mode_l4,mode_l5,five_plus,x,y,priority_field,px,py,fid_tls,quadrnt_tls,dist,angle,x_tls,y_tls,x_aligned,y_aligned,dbh_cm,crown_base_h,log_dbh,log_depth,log_area,log_vol,log_height,slenderness,log_slender,cbh_ratio,log_cbh
POUTRE_186009.txt,0.258684136824248,2.8900932908331e-4,NA,0.231973875147294,1.0401444364167e-4,NA,4.06,22.7640003859996,55.0260855000001,269.353655043773,13.7030000686645,POUTRE_186009,186009,186009,186009,250.74350110705143,POUTRE,Pouteria reticulata,low,1,1,1,1,1,0,1,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2017,2011,2017,Lost lianas,261.7819078624304,NA,1.4,NA,1.3,4,2,alive,479,98.55,2024-11-22,284,28,1504,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8524095976662,9.15200335297503,NA,314.5,92.6,284,1504,327.849065882,0.253881289859,-79.8524095976662,9.15200335297503,-10.878929206218857,62.54261788911202,25.074350110705144,9.061000317335102,3.2218454156937875,2.6176147919749737,4.007807354614583,5.596025218901832,3.125180357697458,0.9078600356736994,-0.0966650579963296,0.39804077331275356,-0.9212008334354511
POUTRE_207820.txt,0.281644410711044,2.5673937200844e-4,NA,0.272611205956601,1.1597060604218e-4,NA,3.16,22.8060002326965,58.3975710000002,347.610224531675,13.3959999084472,POUTRE_207820,207820,207820,207820,297.84633827155955,POUTRE,Pouteria reticulata,low,3,4,4,4,4,3,1,4,4,4,4,4,4,4,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,298.52503173242246,NA,1.78,NA,1.68,4,3,alive,384,90.67,2024-11-20,581,20,1115,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8531546173578,9.15395266624749,NA,225,305.1,581,1115,379.092350226,0.90290444142,-79.8531546173578,9.15395266624749,32.176035554218316,35.84114349767367,29.784633827155954,9.410000324249301,3.393992617137562,2.5949561480976193,4.067274296503441,5.851081807606722,3.1270236694384685,0.7656968477451374,-0.2669689476990934,0.4126107264858471,-0.8852506813832316
POUTRE_211500.txt,0.431864756346012,2.4864141248277e-4,NA,0.427851938009957,1.9667752346269e-4,NA,1.48,27.7859998941422,132.095491500001,785.851697992578,17.7849998474121,POUTRE_211500,211500,211500,211500,439.2454615592189,POUTRE,Pouteria reticulata,low,0,2,1,2,2,1,1,1,0,0,1,1,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2013;2014;2015;2016;2017;2018,2012,2018,Lost lianas,479.8946982037909,NA,1.9,NA,1.8,4,4,alive,233367,154.04,2024-11-22,73,19,1008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.853308245036,9.15269125265421,NA,213.1,165.1,73,1008,269.573032776,0.62669335709,-79.853308245036,9.15269125265421,-23.39975347084777,-23.370624887899197,43.92454615592189,10.001000046730102,3.7824733017698544,2.8783553968208344,4.883525081498476,6.666768095228254,3.324532292916917,0.6325847920091965,-0.45794100885293754,0.3599294639326079,-1.021847200249995
PRICOP_2471.txt,1.12715021485277,8.5572339270208e-4,NA,1.05491522692137,5.2049975628911e-4,NA,2.14,39.09,270.6877785,1996.53880588233,30.199,PRICOP_2471,2471,002471,2471,1056.999925164869,PRI2CO,Prioria copaifera,high,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012,2012,2012,Lost lianas,1098.555953574161,NA,3.1,NA,3,4,5,alive,233392,152.45,2024-12-06,589,69,3516,100,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8487289050472,9.15398491662151,completed,710.9,326,589,3516,782.083633635,0.397498073388,-79.8487289050472,9.15398491662151,-40.76845509628595,-10.048785535407944,105.6999925164869,8.891000000000002,4.660604822076633,3.407808811249809,5.600966047836011,7.599170363270218,3.6658666798048634,0.36982027216229757,-0.9947381422717697,0.2274494755691993,-1.4808271506658615
PRICOP_4350.txt,0.928261039783427,5.3172921534826e-4,NA,0.904151473320889,4.3895767371959e-4,NA,1.72,37.294,262.8753995,2138.619001685,24.824,PRICOP_4350,4350,004350,4350,955.4745918669556,PRI2CO,Prioria copaifera,high,0,3,1,3,3,3,3,4,1,1,1,1,3,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2013;2014;2015;2016;2017;2018;2019,2012,2018,Persistently infested,965.2552131594482,NA,1.4,NA,1.3,3,5,alive,842,220.58,2024-12-04,391,51,2408,30,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,prehensile_branches,prehensile_branches,scrambling,NA,NA,-79.8508405720906,9.15258931373604,completed,484.5,163.5,391,2408,511.343817798,0.292998336506,-79.8508405720906,9.15258931373604,-5.946900600584819,34.62156043815878,95.54745918669556,12.469999999999995,4.559623078880034,3.2118109271460793,5.571680153755423,7.667915573387825,3.6188324558019014,0.3903191180325282,-0.9407906230781324,0.3343701399688957,-1.0955066961099569
PRICOP_5215.txt,1.24564257931155,4.39930107348e-4,NA,1.24564257931155,4.39930107348e-4,NA,1.3,41.994,268.787736999999,1591.12557326883,26.993,PRICOP_5215,5215,005215,5215,1219.9042938069792,PRI2CO,Prioria copaifera,high,1,1,1,0,3,1,1,0,0,0,0,1,1,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2015;2016;2017,2011,2017,Lost lianas,1225.4513302114672,NA,5.1,NA,5,3,3,alive,233092,124.18,2024-12-13,367,36,1908,20,NA,Tree coming out of a huge,NA,NA,NA,NA,NA,Both,adhesive_roots,adhesive_roots,NA,NA,NA,NA,-79.8517093372935,9.15263820466367,completed,388.9,165.5,367,1908,422.650517567,0.369881482554,-79.8517093372935,9.15263820466367,-26.959314427529307,-17.663847843343433,121.99042938069792,15.001000000000001,4.803942593956878,3.295577573131578,5.593921986328547,7.372196952482044,3.7375267509354577,0.3442401195994524,-1.06641584302142,0.3572176977663476,-1.0294098853887044
PRICOP_5319.txt,0.671498177929524,6.42011570959e-4,NA,0.648147688832416,4.4963113874389e-4,NA,3.4,39.359,135.8213475,803.608693470833,21.983,PRICOP_5319,5319,005319,5319,694.3282794549484,PRI2CO,Prioria copaifera,high,0,1,0,1,1,1,1,2,0,0,0,1,1,2,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2014;2015;2016;2017;2018,2012,2018,Lost lianas,719.185888153587,NA,1.4,NA,1.3,4,4,alive,233020,133.85,2024-11-21,7,36,1808,25,NA,NA,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8518218476896,9.15264943165226,completed,376.5,166.3,7,1808,411.591958133,0.383467357244,-79.8518218476896,9.15264943165226,-44.19325002103051,-33.25133000675487,69.43282794549484,17.376,4.240359780822852,3.09026942737798,4.911340400855691,6.689112451039099,3.672724665357237,0.5668644237117497,-0.5676351154656152,0.44147463096115247,-0.817634721605712
PRICOP_5943.txt,1.03591305127845,5.5832652795526e-4,NA,1.01285462591863,4.9065038157475e-4,NA,1.66,35.204,176.4145565,1044.46306834683,14.543,PRICOP_5943,5943,005943,5943,962.8227966938156,PRI2CO,Prioria copaifera,high,4,1,3,4,4,2,4,4,4,3,4,4,3,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,968.8583239692082,NA,3.3,NA,3.2,3,5,alive,415,93.72,2024-11-21,455,23,1404,80,NA,Crown is very highly infested,NA,NA,NA,NA,NA,Both,adhesive_roots,scrambling,scrambling,NA,NA,NA,-79.8526150600855,9.1519364333629,completed,292.2,84.4,455,1404,304.145031194,0.248727309424,-79.8526150600855,9.1519364333629,-6.474213619631968,38.81454588849806,96.28227966938155,20.661,4.567284290131256,2.677109778195573,5.172836660009386,6.951258222158799,3.5611597125115653,0.36563322057688175,-1.0061245776196908,0.586893534825588,-0.5329118472808944
PRICOP_5953.txt,0.91703122664078,0.00111185284725272,NA,0.805865479374657,3.8617722355733e-4,NA,3.64,36.994,197.2438215,2180.33761593017,23.416,PRICOP_5953,5953,005953,5953,861.2778485751829,PRI2CO,Prioria copaifera,high,3,2,4,2,1,1,3,1,1,2,2,3,1,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,894.8980302533822,NA,2.9,893,3,4,5,alive,233027,199.31,2024-11-15,366,23,1405,20,NA,Tag appeared to be swallowed by tree so doublecheck this is the correct one.,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,prehensile_branches,-79.8526576195686,9.15217140498365,completed,286.6,110.2,366,1405,307.056346621,0.334617529947,-79.8526576195686,9.15217140498365,-33.0743233777639,38.44366367030091,86.1277848575183,13.578,4.4558320638765805,3.153419549389585,5.284440636041486,7.6872350134848,3.610755737332357,0.4295245728332546,-0.8450763265442228,0.3670324917554198,-1.002304901452902
PRICOP_5993.txt,0.723360215321516,1.1501560912553e-4,NA,0.723360215321516,1.1501560912553e-4,NA,1.3,29.425,169.782973500001,1023.1635159815,20.01,PRICOP_5993,5993,005993,5993,720.2641024769785,PRI2CO,Prioria copaifera,high,2,2,1,3,4,2,1,0,1,0,1,0,2,2,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2019,2011,2017,Persistently infested,756.999905955898,757,1.5,777,1.3,4,4,alive,234817,15.82,2024-11-20,331,24,1411,10,sub:correcto(1,NA,NA,NA,NA,NA,NA,Direct,prehensile_branches,scrambling,adhesive_roots,NA,NA,NA,-79.8526436741222,9.15321968841849,completed,284,226.1,331,1411,363.011308364,0.639911968609,-79.8526436741222,9.15321968841849,-44.427609539653474,21.10257207003383,72.02641024769784,9.415,4.277032860753885,2.996232148595642,5.134520994997904,6.9306545928477385,3.3818446531463406,0.4085307028186998,-0.8951882076075452,0.3199660152931181,-1.1395404910372247
PRICOP_7344.txt,1.1146393359739,0.00147997698350285,NA,1.02716015433558,4.8864760303483e-4,NA,3.22,39.34,332.1837665,2674.05378262183,28.2,PRICOP_7344,7344,007344,7344,1033.9999272735467,PRI2CO,Prioria copaifera,high,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,1036.2363307533294,NA,3.53,NA,3.43,4,5,alive,233613,44.22,2024-11-07,79,11,605,0,NA,Very low levels of infestation in crown,NA,NA,NA,NA,NA,Lateral,NA,NA,NA,NA,NA,NA,-79.8540330022524,9.15223643539341,completed,135.3,112,79,605,175.641936906,0.658995150394,-79.8540330022524,9.15223643539341,-19.102882830607346,45.89954866632857,103.39999272735467,11.140000000000004,4.6386048917392655,3.339321977944068,5.805688329338582,7.891350870631585,3.672241812960913,0.38046424339440527,-0.966363078778352,0.2831723436705644,-1.2616995784617748
PRICOP_7594.txt,0.730739702650788,9.5950620740857e-4,NA,0.690338672873389,5.1293039765293e-4,NA,2.5,38.124,159.9653835,1087.518097749,19.123,PRICOP_7594,7594,007594,7594,750.5431973199846,PRI2CO,Prioria copaifera,high,4,4,4,4,4,4,2,4,1,1,1,2,3,2,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,782.9999028015545,783,1.5,807,1.3,4,5,alive,234836,16.96,2024-11-14,478,11,506,90,NA,NA,NA,NA,NA,NA,NA,Both,NA,NA,NA,NA,NA,twining,-79.8541890477021,9.15248085827922,completed,117.2,138.4,478,506,181.357106285,0.8356880686,-79.8541890477021,9.15248085827922,-47.162543443784315,29.748943701660423,75.05431973199846,19.001,4.31821211447768,2.9508917990808374,5.074957438701113,6.991653404432645,3.6408440050753796,0.5079521090342561,-0.6773681094023,0.4983999580316861,-0.6963523957149845
PRICOP_77147.txt,0.429123619058599,2.5605416366356e-4,NA,0.398500423535737,1.9535266843634e-4,NA,2.68,23.726,68.0279555,471.856047939167,13.546,PRICOP_77147,77147,077147,77147,482.9999047393605,PRI2CO,Prioria copaifera,high,0,1,1,1,1,0,NA,1,2,0,1,0,1,0,2011;2012;2013;2014;2015;2016;2018;2019,2012;2013;2014;2015;2018;2019,2012,2018,Persistently infested,564.344315882885,NA,1.5,NA,1.3,4,4,alive,233986,118.86,2024-12-11,332,72,3613,10,NA,NA,NA,NA,NA,NA,NA,Both,twining,twining,hooks,NA,NA,NA,-79.8486242971307,9.15339845430869,completed,724.7,261.6,332,3613,770.470408257,0.313957404135,-79.8486242971307,9.15339845430869,-32.97137248972899,30.062167718785787,48.29999047393605,10.18,3.8774313634315107,2.606091300792712,4.2199187309875414,6.156673955888996,3.1665714932389113,0.491221628973264,-0.7108598701925991,0.42906516058332633,-0.8461464821165348
PROTEN_584.txt,0.451226311842079,0.00142263784309182,NA,0.408973176034886,1.7927780562422e-4,NA,2.62,25.323,104.0223985,619.374071683667,19.202,PROTEN_584,584,000584,584,407.5850116121668,PROTTE,Protium tenuifolium,low,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,2016;2017;2018;2019,2016,2016,2016,Lost lianas,412.8632110673665,NA,3.3,NA,3.2,4,2,alive,232882,58.35,2024-12-12,291,94,4616,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8468201702691,9.15388738170458,NA,920.9,322.7,291,4616,975.803310099,0.304584439618,-79.8468201702691,9.15388738170458,-6.123233781486761,-16.389539849081302,40.75850116121668,6.120999999999999,3.707664435382447,2.955014440275432,4.64460624614485,6.4287094062878385,3.2317130736696926,0.6212937001740347,-0.47595136171275415,0.24171701615132482,-1.41998759180076
PROTTE_206404.txt,0.2621667674712834,4.452538300825789e-4,NA,0.23785067633672197,1.0800324465020606e-4,NA,2.68,22.379999458789857,48.336440500000016,220.59085905555733,18.19999933242801,PROTTE_206404,206404,206404,206404,266.52585828043624,PROTTE,Protium tenuifolium,low,2,3,2,2,3,1,1,1,1,0,0,0,1,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,266.498477669966,NA,1.5,NA,1.3,4,2,alive,233679,21.64,2024-11-22,289,19,1108,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8531890448115,9.15268883809375,NA,226.2,165.3,289,1108,280.161614073,0.598616611471,-79.8531890448115,9.15268883809375,-22.59795026672944,-37.237801839775045,26.652585828043623,4.180000126361847,3.2828861750997085,2.901421557402969,3.8781857378930917,5.396309669222696,3.10816767870102,0.8396933642079041,-0.17471849639868833,0.18677391543546848,-1.6778564019342486
PROTTE_263544.txt,0.227674830429966,3.3824465707572e-4,NA,0.208362865072562,9.63997767638783e-5,NA,4.6,21.6490003466606,19.6153405,78.221839614009,14.639000415802,PROTTE_263544,263544,263544,263544,241.0744650217174,PROTTE,Protium tenuifolium,low,3,4,1,1,2,4,2,3,4,2,0,4,1,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,248.09050133745865,NA,1.95,NA,1.75,4,3,alive,233267,59.11,2024-11-19,287,1,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8550183319904,9.15502586357505,NA,16.1,416.4,287,20,416.71113496,1.49968805554,-79.8550183319904,9.15502586357505,3.5634991633504,-39.795326808982566,24.10744650217174,7.0099999308586,3.182520776263644,2.6836892285929905,2.9763119386747525,4.35954888751168,3.07495928001807,0.8980212958145662,-0.10756149624557426,0.3238024767245156,-1.1276215888348238
PSEUDBOM_3124.txt,0.808463559031393,0.00142187387354766,NA,0.8228542610415,3.3498388152627e-4,NA,2.08,33.018,171.873713,436.071863685833,13.685,PSEUDBOM_3124,3124,003124,3124,823.9998963634453,PSE1SE,Pseudobombax septenatum,low,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,2016;2017;2018;2019,NA,NA,NA,Never infested,891.0010029570219,NA,3.2,NA,3,4,5,alive,233420,215.55,2024-12-06,96,64,3224,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8492811560462,9.15557087289378,NA,644,499.1,96,3224,814.76181182,0.626847292333,-79.8492811560462,9.15557087289378,-44.63720281882502,40.08966335696209,82.39998963634453,19.333,4.4115853111429,2.6163003424926425,5.1467599803928,6.077807054734398,3.4970528673056767,0.4007039338926883,-0.9145324438372234,0.5855291053364831,-0.5352393869553118
QUAAST_1072.txt,0.432723523695204,0.00102387043730517,NA,0.403715139397125,3.0249786101355e-4,NA,5.5,27.363,92.7853145000004,440.69885895,17.863,QUAAST_1072,1072,001072,1072,472.6686517653488,QUARAS,Quararibea asterolepis,high,3,3,2,3,4,3,3,2,1,1,0,1,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,466.6333520863776,477,3.75,NA,3.65,4,3,alive,1445,69.5,2024-12-12,414,82,4315,50,NA,NA,NA,NA,NA,NA,NA,Both,twining,twining,NA,NA,NA,NA,-79.8472016388085,9.15376245823477,completed,879.5,307.4,414,4315,931.673231342,0.303781484903,-79.8472016388085,9.15376245823477,-48.55821146525312,38.28405150776928,47.26686517653488,9.5,3.8558095252067446,2.8827315344667475,4.5302883783470635,6.0883617826682785,3.309191735866131,0.5789044798677291,-0.5466177893406136,0.3471841537843073,-1.0578999372596358
QUAAST_1292.txt,0.455343351372192,8.6736708224193e-4,NA,0.451356749308155,3.8470054570355e-4,NA,2.14,32.839,55.3487365000001,244.1911739095,12.524,QUAAST_1292,1292,001292,1292,425.50401591828233,QUARAS,Quararibea asterolepis,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,449.786002293025,NA,4.4,NA,4.3,4,3,alive,232968,149.04,2024-12-12,121,82,4215,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8474274680844,9.15371164648976,completed,854.9,300.9,121,4215,906.308347087,0.305966856913,-79.8474274680844,9.15371164648976,-36.22215170659439,15.963019912462414,42.55040159182823,20.314999999999998,3.750689293090667,2.527646803464159,4.01365383143249,5.497951418146695,3.4916168334506814,0.7717670990514622,-0.259072459639985,0.6186241968391242,-0.48025730401099165
QUAAST_2337.txt,0.468587942279849,9.7250246085273e-4,NA,0.467966934315442,9.2283353645614e-4,NA,3.88,26.909,55.639589,268.414281910167,13.579,QUAAST_2337,2337,002337,2337,555.070183643856,QUARAS,Quararibea asterolepis,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2013,2013,2013,Lost lianas,558.1305098044118,554,3.4,NA,3.2,4,4,alive,233871,10.53,2024-12-05,110,72,3613,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8486278427811,9.15352797988144,completed,723.8,275.9,110,3613,774.601349082,0.331717249043,-79.8486278427811,9.15352797988144,-33.11875645131465,15.81923138755772,55.5070183643856,13.329999999999998,4.0165094697733315,2.6085244817166577,4.018894980255854,5.592531614971599,3.2924608031416045,0.48478554231378684,-0.7240486666317265,0.49537329518005124,-0.7024436689509875
QUAAST_445.txt,0.254765332115865,8.9846083902438e-4,NA,0.461037089737493,7.987952207045e-4,NA,5.98,30.035,66.4773425,323.434942467833,9.26100000000002,QUAAST_445,445,000445,445,510.741729547302,QUARAS,Quararibea asterolepis,high,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,531.5861591285353,NA,3.9,NA,4,4,4,alive,1610,125.27,2024-12-11,130,92,4704,0,NA,No direct infestation and crown not visible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8465722440861,9.15168783467012,completed,956.8,80.6,130,4704,960.188835594,0.0515779384433,-79.8465722440861,9.15168783467012,18.476974418394775,-32.309129621410136,51.0741729547302,20.77399999999998,3.933278947811548,2.225812034188134,4.196861175319794,5.778997988516695,3.4023633683021246,0.5880663016633014,-0.530915579509423,0.6916597303146322,-0.3686611634965061
QUAAST_4521.txt,0.636928484272465,0.00344515169714346,NA,0.464596062202365,6.5470239812185e-4,NA,6.28,31.786,128.529565,873.159731374833,19.133,QUAAST_4521,4521,004521,4521,566.7998398376566,QUARAS,Quararibea asterolepis,high,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2014;2015,2012,2015,Lost lianas,566.7225747690472,570,3.24,576,3.14,4,3,alive,233294,47.87,2024-11-28,104,49,2317,0,sub:correcto(1,NA,NA,NA,NA,NA,NA,Direct,prehensile_branches,NA,NA,NA,NA,NA,-79.8509870657539,9.15424142107725,completed,461.9,345.5,104,2317,576.820474671,0.60975543762,-79.8509870657539,9.15424142107725,-35.7243866671908,-30.595489383475694,56.67998398376566,12.653000000000002,4.037421132249498,2.9514145929028657,4.856158955692443,6.772118507458986,3.459025941274628,0.5607976178875453,-0.57839519097487,0.39806833197004976,-0.921131600067501
QUAAST_5636.txt,0.399603938091572,0.00123235829534558,NA,0.313720882838485,5.4051571774568e-4,NA,5.92,27.631,53.850008,249.468867029,15.21,QUAAST_5636,5636,005636,5636,416.60724306675814,QUARAS,Quararibea asterolepis,high,1,1,1,1,1,1,1,3,2,1,1,2,1,3,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011;2012;2013;2014;2015;2016;2017;2018;2019,2011,2018,Persistently infested,472.9690383805275,NA,3.6,481,3.3,4,4,alive,233479,225.22,2024-11-21,598,28,1604,100,NA,NA,01150215,NA,NA,NA,NA,Both,twining,NA,NA,NA,NA,NA,-79.8523414889455,9.15202356130713,completed,321.9,95.1,598,1604,335.654018299,0.254799196751,-79.8523414889455,9.15202356130713,-12.091447093549649,70.19744136042931,41.66072430667582,12.421,3.7295588218236913,2.7219531062712017,3.9862025521632036,5.519334125958827,3.318938330824727,0.6632385888589157,-0.41062049099896436,0.449531323513445,-0.7995497422626702
QUAAST_5896.txt,0.935350153983055,0.0259948550526518,NA,0.595553220252373,0.00253807491534451,NA,6.82,29.009,82.649661,423.246878536667,11.438,QUAAST_5896,5896,005896,5896,731.8222293069664,QUARAS,Quararibea asterolepis,high,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,2013;2014,2013,2014,Lost lianas,739.5412366132845,NA,6,NA,6.1,4,4,alive,233025,68,2024-12-13,103,28,1504,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8525097946021,9.1519517054321,completed,303.7,86.5,103,1504,315.778308311,0.245010400963,-79.8525097946021,9.1519517054321,-6.665218372758552,50.94443739263647,73.18222293069664,17.570999999999998,4.292952535334915,2.4369411454931247,4.414610722625228,6.047955645998848,3.3676061266670656,0.39639408094328377,-0.9253464086678491,0.6057085732014201,-0.5013563108913107
QUAAST_5945.txt,0.673778186844275,0.00188869885192468,NA,0.611485468080861,4.1230691597218e-4,NA,4.24,31.939,129.401612,788.071136268333,15.948,QUAAST_5945,5945,005945,5945,627.8728569167354,QUARAS,Quararibea asterolepis,high,0,1,1,2,1,2,4,3,2,1,1,3,4,4,2011;2012;2013;2014;2015;2016;2017;2018;2019,2012;2013;2014;2015;2016;2017;2018;2019,2012,2018,Persistently infested,628.6216076431512,NA,5.2,NA,5.3,3,4,alive,232652,28.45,2024-12-13,412,23,1404,50,NA,NA,NA,NA,NA,NA,NA,Both,prehensile_branches,twining,prehensile_branches,NA,NA,NA,-79.8526835952534,9.15200582460261,completed,284.4,91.8,412,1404,298.848791197,0.279764256803,-79.8526835952534,9.15200582460261,-14.930473650514656,32.83165717995735,62.78728569167354,15.991,4.139752595837983,2.7693334295191088,4.8629208394853425,6.669588360235585,3.463827833592919,0.5086857896173644,-0.6759247622450644,0.5006731582078336,-0.691801769615614
QUAAST_6712.txt,0.551900026262641,0.00124613138971923,NA,0.506081747128153,0.00108748862412172,NA,6.1,28.759,136.938897,611.448903715,9.673,QUAAST_6712,6712,006712,6712,582.5449745932021,QUARAS,Quararibea asterolepis,high,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2011;2012;2013;2014;2015;2016;2017;2018;2019,2014;2015,2014,2015,Lost lianas,595.1923587793063,NA,3.5,NA,3.6,4,4,alive,232657,81.87,2024-11-15,101,19,1008,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8533454344289,9.15269528501492,completed,209,165.4,101,1008,266.529848235,0.63700457161,-79.8533454344289,9.15269528501492,-23.285874766561847,-19.00111917760509,58.25449745932021,19.086,4.064821299067366,2.2693384992004098,4.919534819038016,6.415831392707122,3.358950761733734,0.493678621467514,-0.7058705373336318,0.6636531172850237,-0.409995679738672
QUAAST_6752.txt,0.56405715075273,0.00149694143946925,NA,0.626866569843262,3.0994141296681e-4,NA,3.46,32.92,112.831269,759.319040322167,16.459,QUAAST_6752,6752,006752,6752,583.6071373471101,QUARAS,Quararibea asterolepis,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,588.5691755284112,NA,5.1,NA,5,4,3,alive,233068,49.2,2024-12-13,102,20,1015,0,NA,Not infested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.8532679394643,9.15396663636065,completed,212.5,306.2,102,1015,372.712610465,0.931651964838,-79.8532679394643,9.15396663636065,18.764830953556725,36.8995173160763,58.36071373471101,16.461000000000002,4.066642953441196,2.800872440061931,4.725893508095882,6.632422032056725,3.494080375808869,0.5640780911221153,-0.5725625776323267,0.5000303766707169,-0.6930864290639209
QUAAST_97226.txt,0.459495094581223,8.5946316977561e-4,NA,0.393662140755152,1.9252952368332e-4,NA,3.04,26.66,88.0229794999992,516.585641973833,15.086,QUAAST_97226,97226,097226,97226,420.99991745172866,QUARAS,Quararibea asterolepis,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011;2012;2013;2014;2015;2016;2017;2018;2019,NA,NA,NA,Never infested,469.066862021819,468,3.1,NA,3,4,4,alive,233537,166.24,2024-12-05,109,65,3211,0,NA,Uninfested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.849305222811,9.15317555655108,completed,650.8,234.3,109,3211,691.691499153,0.313109127825,-79.849305222811,9.15317555655108,-33.94605362509424,31.193290803095664,42.099991745172865,11.574,3.7400475446116626,2.713767161431439,4.477597911071333,6.2472410869612,3.2831643147505627,0.6332542809359768,-0.4568832298610998,0.4341335333833458,-0.8344031115989157
